epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,839.101,1.01045,0.66287,1.19657,0,0,0,0,0,0,0,6.95198e-05,6.95198e-05,6.95198e-05
44,85.521,0.8556,0.57685,1.14337,0,0,0,0,0,0,0,6.83417e-05,6.83417e-05,6.83417e-05
45,182.594,0.81732,0.56391,1.1052,0,0,0,0,0,0,0,6.71636e-05,6.71636e-05,6.71636e-05
46,295.153,0.87794,0.59831,1.14765,0,0,0,0,0,0,0,6.59855e-05,6.59855e-05,6.59855e-05
47,406.404,0.91691,0.60288,1.14448,0,0,0,0,0,0,0,6.48074e-05,6.48074e-05,6.48074e-05
48,523.919,0.91365,0.61732,1.14572,0,0,0,0,0,0,0,6.36293e-05,6.36293e-05,6.36293e-05
49,666.366,0.8699,0.58476,1.12506,0,0,0,0,0,0,0,6.24512e-05,6.24512e-05,6.24512e-05
50,808.342,0.93545,0.61682,1.14623,0,0,0,0,0,0,0,6.12731e-05,6.12731e-05,6.12731e-05
51,953.007,1.05073,0.7112,1.21927,0,0,0,0,0,0,0,6.0095e-05,6.0095e-05,6.0095e-05
52,1096.99,1.07396,0.70342,1.21763,0,0,0,0,0,0,0,5.89169e-05,5.89169e-05,5.89169e-05
53,116.72,0.82679,0.57108,1.11025,0,0,0,0,0,0,0,5.77388e-05,5.77388e-05,5.77388e-05
54,229.268,0.7898,0.55431,1.0792,0,0,0,0,0,0,0,5.65607e-05,5.65607e-05,5.65607e-05
55,366.903,0.84626,0.58268,1.11422,0,0,0,0,0,0,0,5.53826e-05,5.53826e-05,5.53826e-05
56,481.01,0.85879,0.57563,1.10166,0,0,0,0,0,0,0,5.42045e-05,5.42045e-05,5.42045e-05
57,601.156,0.85568,0.58829,1.10236,0,0,0,0,0,0,0,5.30264e-05,5.30264e-05,5.30264e-05
58,711.003,0.83105,0.56633,1.0913,0,0,0,0,0,0,0,5.18483e-05,5.18483e-05,5.18483e-05
59,821.928,0.87381,0.58556,1.10227,0,0,0,0,0,0,0,5.06702e-05,5.06702e-05,5.06702e-05
60,935.596,0.95429,0.64072,1.15206,0,0,0,0,0,0,0,4.94921e-05,4.94921e-05,4.94921e-05
61,1054.43,0.98026,0.64853,1.15708,0,0,0,0,0,0,0,4.8314e-05,4.8314e-05,4.8314e-05
62,274.018,0.77881,0.53976,1.07953,0,0,0,0,0,0,0,4.71359e-05,4.71359e-05,4.71359e-05
63,86.4857,0.7347,0.51602,1.06217,0,0,0,0,0,0,0,4.59578e-05,4.59578e-05,4.59578e-05
64,184.726,0.75932,0.53236,1.05403,0,0,0,0,0,0,0,4.47797e-05,4.47797e-05,4.47797e-05
65,298.167,0.81281,0.56004,1.08493,0,0,0,0,0,0,0,4.36016e-05,4.36016e-05,4.36016e-05
66,411.351,0.82334,0.55552,1.07709,0,0,0,0,0,0,0,4.24235e-05,4.24235e-05,4.24235e-05
67,531.845,0.82163,0.56368,1.07547,0,0,0,0,0,0,0,4.12454e-05,4.12454e-05,4.12454e-05
68,671.802,0.78327,0.54196,1.06217,0,0,0,0,0,0,0,4.00673e-05,4.00673e-05,4.00673e-05
69,808.226,0.82534,0.55743,1.07173,0,0,0,0,0,0,0,3.88892e-05,3.88892e-05,3.88892e-05
70,950.248,0.88738,0.59976,1.10909,0,0,0,0,0,0,0,3.77111e-05,3.77111e-05,3.77111e-05
71,1084.07,0.91645,0.61206,1.11597,0,0,0,0,0,0,0,3.6533e-05,3.6533e-05,3.6533e-05
72,106.044,0.71647,0.50885,1.04584,0,0,0,0,0,0,0,3.53549e-05,3.53549e-05,3.53549e-05
73,214.43,0.72741,0.51517,1.03495,0,0,0,0,0,0,0,3.41768e-05,3.41768e-05,3.41768e-05
74,323.171,0.77231,0.54046,1.06319,0,0,0,0,0,0,0,3.29987e-05,3.29987e-05,3.29987e-05
75,420.704,0.78695,0.53371,1.05298,0,0,0,0,0,0,0,3.18206e-05,3.18206e-05,3.18206e-05
76,531.827,0.78323,0.54424,1.05592,0,0,0,0,0,0,0,3.06425e-05,3.06425e-05,3.06425e-05
77,663.111,0.74707,0.52043,1.04137,0,0,0,0,0,0,0,2.94644e-05,2.94644e-05,2.94644e-05
78,771.282,0.78583,0.53666,1.04879,0,0,0,0,0,0,0,2.82863e-05,2.82863e-05,2.82863e-05
79,882.009,0.83397,0.57333,1.0822,0,0,0,0,0,0,0,2.71082e-05,2.71082e-05,2.71082e-05
80,978.108,0.86908,0.58852,1.09525,0,0,0,0,0,0,0,2.59301e-05,2.59301e-05,2.59301e-05
81,263.3,0.69119,0.4937,1.03153,0,0,0,0,0,0,0,2.4752e-05,2.4752e-05,2.4752e-05
82,377.474,0.69543,0.49744,1.01818,0,0,0,0,0,0,0,2.35739e-05,2.35739e-05,2.35739e-05
83,495.654,0.74707,0.52672,1.04376,0,0,0,0,0,0,0,2.23958e-05,2.23958e-05,2.23958e-05
84,609.098,0.76335,0.52213,1.03934,0,0,0,0,0,0,0,2.12177e-05,2.12177e-05,2.12177e-05
85,725.848,0.75195,0.52733,1.04268,0,0,0,0,0,0,0,2.00396e-05,2.00396e-05,2.00396e-05
86,839.918,0.71947,0.50671,1.0289,0,0,0,0,0,0,0,1.88615e-05,1.88615e-05,1.88615e-05
87,962.111,0.75782,0.52363,1.03625,0,0,0,0,0,0,0,1.76834e-05,1.76834e-05,1.76834e-05
88,1080.41,0.79581,0.55449,1.06338,0,0,0,0,0,0,0,1.65053e-05,1.65053e-05,1.65053e-05
89,1197.61,0.83678,0.57284,1.07977,0,0,0,0,0,0,0,1.53272e-05,1.53272e-05,1.53272e-05
90,104.105,0.67208,0.48091,1.02134,0,0,0,0,0,0,0,1.41491e-05,1.41491e-05,1.41491e-05
91,181.3,0.92698,0.62591,1.0806,0,0,0,0,0,0,0,1.2971e-05,1.2971e-05,1.2971e-05
92,81.2504,0.89985,0.5989,1.07352,0,0,0,0,0,0,0,1.17929e-05,1.17929e-05,1.17929e-05
93,107.854,0.85437,0.57147,1.05397,0,0,0,0,0,0,0,1.06148e-05,1.06148e-05,1.06148e-05
94,78.8274,0.81456,0.54972,1.03718,0,0,0,0,0,0,0,9.4367e-06,9.4367e-06,9.4367e-06
95,96.6341,0.7801,0.53253,1.02544,0,0,0,0,0,0,0,8.2586e-06,8.2586e-06,8.2586e-06
96,245.334,0.75704,0.52056,1.0173,0,0,0,0,0,0,0,7.0805e-06,7.0805e-06,7.0805e-06
97,82.3283,0.73502,0.51243,1.01006,0,0,0,0,0,0,0,5.9024e-06,5.9024e-06,5.9024e-06
98,82.3166,0.71874,0.50661,1.00511,0,0,0,0,0,0,0,4.7243e-06,4.7243e-06,4.7243e-06
99,81.9963,0.70547,0.50187,1.00076,0,0,0,0,0,0,0,3.5462e-06,3.5462e-06,3.5462e-06
100,165.617,0.69631,0.49843,0.99825,0.7714,0.43817,0.47733,0.30758,1.16897,0.81279,1.27577,2.3681e-06,2.3681e-06,2.3681e-06
